Percentage served,Time in ms
0,2.324
1,2.422
2,2.430
3,2.434
4,2.438
5,2.441
6,2.444
7,2.446
8,2.448
9,2.450
10,2.452
11,2.454
12,2.455
13,2.457
14,2.458
15,2.460
16,2.461
17,2.462
18,2.463
19,2.464
20,2.466
21,2.467
22,2.468
23,2.469
24,2.470
25,2.471
26,2.472
27,2.473
28,2.474
29,2.475
30,2.476
31,2.477
32,2.478
33,2.479
34,2.480
35,2.480
36,2.481
37,2.482
38,2.483
39,2.484
40,2.485
41,2.486
42,2.487
43,2.487
44,2.488
45,2.489
46,2.490
47,2.491
48,2.492
49,2.493
50,2.493
51,2.494
52,2.495
53,2.496
54,2.497
55,2.498
56,2.499
57,2.499
58,2.500
59,2.501
60,2.502
61,2.503
62,2.504
63,2.505
64,2.506
65,2.507
66,2.508
67,2.509
68,2.510
69,2.511
70,2.512
71,2.513
72,2.514
73,2.515
74,2.516
75,2.517
76,2.519
77,2.520
78,2.521
79,2.522
80,2.524
81,2.525
82,2.526
83,2.528
84,2.530
85,2.531
86,2.533
87,2.535
88,2.537
89,2.539
90,2.541
91,2.544
92,2.546
93,2.549
94,2.553
95,2.557
96,2.562
97,2.569
98,2.580
99,2.615
100,9.072
