Percentage served,Time in ms
0,2.224
1,2.253
2,2.258
3,2.261
4,2.265
5,2.267
6,2.270
7,2.272
8,2.274
9,2.275
10,2.276
11,2.278
12,2.280
13,2.281
14,2.282
15,2.283
16,2.284
17,2.286
18,2.286
19,2.287
20,2.288
21,2.289
22,2.290
23,2.291
24,2.292
25,2.293
26,2.294
27,2.295
28,2.296
29,2.297
30,2.298
31,2.299
32,2.300
33,2.301
34,2.302
35,2.303
36,2.304
37,2.304
38,2.305
39,2.306
40,2.307
41,2.308
42,2.309
43,2.309
44,2.310
45,2.311
46,2.312
47,2.313
48,2.314
49,2.315
50,2.316
51,2.317
52,2.317
53,2.318
54,2.319
55,2.320
56,2.321
57,2.322
58,2.323
59,2.324
60,2.325
61,2.326
62,2.327
63,2.328
64,2.329
65,2.330
66,2.331
67,2.332
68,2.333
69,2.334
70,2.336
71,2.337
72,2.338
73,2.340
74,2.341
75,2.342
76,2.343
77,2.345
78,2.346
79,2.348
80,2.350
81,2.351
82,2.353
83,2.355
84,2.357
85,2.359
86,2.361
87,2.364
88,2.366
89,2.369
90,2.373
91,2.377
92,2.380
93,2.385
94,2.390
95,2.400
96,2.416
97,2.468
98,3.904
99,4.495
100,23.813
