Percentage served,Time in ms
0,2.111
1,2.129
2,2.133
3,2.136
4,2.137
5,2.139
6,2.141
7,2.143
8,2.145
9,2.146
10,2.147
11,2.148
12,2.149
13,2.150
14,2.152
15,2.153
16,2.154
17,2.155
18,2.156
19,2.158
20,2.159
21,2.160
22,2.161
23,2.162
24,2.163
25,2.164
26,2.166
27,2.167
28,2.168
29,2.169
30,2.170
31,2.171
32,2.172
33,2.173
34,2.174
35,2.175
36,2.176
37,2.177
38,2.178
39,2.179
40,2.179
41,2.180
42,2.181
43,2.182
44,2.183
45,2.184
46,2.184
47,2.185
48,2.186
49,2.187
50,2.188
51,2.188
52,2.189
53,2.190
54,2.191
55,2.192
56,2.193
57,2.193
58,2.194
59,2.195
60,2.196
61,2.197
62,2.198
63,2.199
64,2.200
65,2.201
66,2.202
67,2.203
68,2.204
69,2.205
70,2.206
71,2.207
72,2.208
73,2.209
74,2.210
75,2.211
76,2.212
77,2.214
78,2.215
79,2.217
80,2.218
81,2.220
82,2.221
83,2.223
84,2.225
85,2.226
86,2.228
87,2.230
88,2.232
89,2.234
90,2.237
91,2.240
92,2.243
93,2.246
94,2.250
95,2.254
96,2.264
97,2.277
98,3.491
99,33.494
100,37.904
