Percentage served,Time in ms
0,1.059
1,1.070
2,1.074
3,1.077
4,1.081
5,1.084
6,1.085
7,1.086
8,1.087
9,1.089
10,1.090
11,1.090
12,1.091
13,1.092
14,1.093
15,1.094
16,1.095
17,1.096
18,1.097
19,1.098
20,1.099
21,1.101
22,1.102
23,1.103
24,1.105
25,1.106
26,1.107
27,1.108
28,1.108
29,1.109
30,1.110
31,1.111
32,1.112
33,1.113
34,1.113
35,1.114
36,1.115
37,1.116
38,1.117
39,1.118
40,1.119
41,1.119
42,1.120
43,1.121
44,1.122
45,1.123
46,1.123
47,1.124
48,1.125
49,1.125
50,1.126
51,1.127
52,1.128
53,1.128
54,1.129
55,1.130
56,1.130
57,1.131
58,1.132
59,1.133
60,1.133
61,1.134
62,1.135
63,1.136
64,1.137
65,1.137
66,1.138
67,1.139
68,1.140
69,1.141
70,1.142
71,1.143
72,1.144
73,1.145
74,1.146
75,1.147
76,1.148
77,1.149
78,1.151
79,1.152
80,1.153
81,1.154
82,1.156
83,1.157
84,1.158
85,1.160
86,1.162
87,1.163
88,1.166
89,1.167
90,1.169
91,1.172
92,1.175
93,1.178
94,1.181
95,1.185
96,1.189
97,1.196
98,1.215
99,4.483
100,8.492
