Percentage served,Time in ms
0,1.167
1,1.192
2,1.196
3,1.199
4,1.202
5,1.205
6,1.207
7,1.208
8,1.209
9,1.210
10,1.211
11,1.212
12,1.213
13,1.213
14,1.214
15,1.215
16,1.215
17,1.216
18,1.217
19,1.217
20,1.218
21,1.219
22,1.219
23,1.220
24,1.221
25,1.221
26,1.222
27,1.222
28,1.223
29,1.224
30,1.224
31,1.225
32,1.226
33,1.226
34,1.227
35,1.228
36,1.228
37,1.229
38,1.230
39,1.230
40,1.231
41,1.232
42,1.232
43,1.233
44,1.234
45,1.234
46,1.235
47,1.235
48,1.236
49,1.237
50,1.237
51,1.238
52,1.239
53,1.239
54,1.240
55,1.241
56,1.241
57,1.242
58,1.243
59,1.243
60,1.244
61,1.245
62,1.246
63,1.246
64,1.247
65,1.248
66,1.249
67,1.250
68,1.250
69,1.251
70,1.252
71,1.253
72,1.253
73,1.254
74,1.255
75,1.256
76,1.257
77,1.258
78,1.259
79,1.260
80,1.261
81,1.262
82,1.263
83,1.265
84,1.266
85,1.267
86,1.269
87,1.270
88,1.272
89,1.274
90,1.275
91,1.277
92,1.279
93,1.282
94,1.285
95,1.288
96,1.292
97,1.297
98,1.306
99,1.362
100,1.665
