Percentage served,Time in ms
0,6.100
1,6.100
2,6.190
3,6.190
4,6.220
5,6.220
6,6.220
7,6.285
8,6.285
9,6.285
10,6.296
11,6.296
12,6.366
13,6.366
14,6.366
15,6.377
16,6.377
17,6.377
18,6.432
19,6.432
20,6.552
21,6.552
22,6.552
23,6.560
24,6.560
25,6.568
26,6.568
27,6.568
28,6.636
29,6.636
30,6.636
31,6.647
32,6.647
33,6.659
34,6.659
35,6.659
36,6.668
37,6.668
38,6.668
39,6.707
40,6.707
41,6.710
42,6.710
43,6.710
44,6.931
45,6.931
46,6.931
47,6.945
48,6.945
49,6.947
50,6.947
51,6.947
52,6.950
53,6.950
54,6.960
55,6.960
56,6.960
57,7.031
58,7.031
59,7.031
60,7.107
61,7.107
62,7.259
63,7.259
64,7.259
65,7.310
66,7.310
67,7.310
68,7.598
69,7.598
70,7.655
71,7.655
72,7.655
73,7.716
74,7.716
75,7.719
76,7.719
77,7.719
78,7.885
79,7.885
80,7.885
81,7.925
82,7.925
83,7.937
84,7.937
85,7.937
86,7.948
87,7.948
88,7.948
89,8.162
90,8.162
91,8.414
92,8.414
93,8.414
94,8.438
95,8.438
96,8.438
97,36.053
98,36.053
99,0.000
100,36.053
